id,MAC,SSID,timestamp,hash,rssi,sn,htci
3,03-68-24-54-8D-6D,abeevism,461786,2419327dbe15b70eb159c0bf46882b1fe9fc8799,-61,1053,CAD
1,C0-78-62-A6-9F-64,gdyersonn,89090,7a0947a31144f570fa1739336d0daf96980b81fd,-66,792,PHP
2,A8-4B-F9-0F-68-61,jlowdyaneo,298861,41b16cae2be4686e358fcac8e546189765b50cd6,-55,904,CNY
3,29-60-45-D6-A1-AB,bbaup,401659,6c182ae1b91724f459060633628288fa56bde70e,-58,304,CNY
1,D3-44-48-53-E2-0E,amacgownq,464731,e3b16e72278d2201dd145bfe6ee36ad0985e7f02,-55,379,PHP
1,12-F0-E9-75-85-A7,gtrinker,433658,a9e18c5c125aad34e0010822b61d22cd47839ce4,-45,1007,EUR
3,62-D3-57-D0-49-AA,ctyrrells,592895,516db7c877dce6da5610c9159b510cd5c3fe674f,-57,513,EUR
2,95-58-3D-EC-30-68,vrobbet,394592,c081fc7acef65e9a46a3e854dc9f35030cfa8ac9,-84,633,CNY
2,F0-05-32-9D-8F-9D,jcaplisu,206053,206f6970baa742cf6fc305c892b4c249e9c6ece7,-54,196,GHS
1,DE-41-F0-0A-61-D6,lrollinsv,226286,7e61e08cff30e006cea8d4447e34f3b1b2ea8b1a,-83,1142,HNL
1,19-7D-78-C7-24-E1,kdownhamw,412414,dd30189c6e207962005a37494c6a6cff0cd4e628,-62,279,CNY
2,5A-30-56-63-F4-CF,glemeryx,32478,5a589017ba171a0d0523ed156ff6776730c82efc,-75,261,IDR
1,32-45-55-C9-68-6D,tbrownceyy,120816,f1089728a57a0701b59264ac203bb117be1f92d1,-84,1086,MYR
1,1E-82-C4-58-5B-01,mvalentimz,310897,2b17dd0acb255f1f8ce24a182d00a68cd2710cd6,-88,793,ZMW
2,DB-29-29-C7-E9-06,foxenham10,155962,684c4b5bac2129baa420fa4b9f0ca2c837c7fbd5,-61,177,PYG
2,3B-95-F4-DF-DB-BE,bkeeney11,529047,ef8755a02bd81a8a74b12e0b706c7d5d7bec6c13,-60,606,IDR
3,EA-CB-15-A9-02-45,aposten12,33656,1c26e9da8db90f1214f407cd74a9b132136f12a1,-69,1116,CAD
2,42-F4-04-C2-30-31,escholefield13,325441,07c7f496151f3b79ef35e5665273c9afd6afb7fa,-83,408,IDR
1,DE-4C-B7-20-73-D4,mcomelli14,270661,5a51b62b62088f49bc661390b772a9b37f95a989,-70,443,EUR
2,64-F1-82-A6-15-BD,agiannoni15,508027,ea3f06bd1e15fdf916f0a66c48bce462beb9e137,-70,682,CNY
1,55-9B-CF-CD-85-59,mjurzyk16,215595,822d7ec9105ebaf45ea42f52e8d55289c274b3f0,-44,815,EUR
2,BD-A5-B9-21-00-3A,bridger17,310850,05e7d29065e81c08466fc51e1ec890a801d8fd69,-46,673,UAH
2,92-1B-1A-1C-5F-92,rswate18,230789,39fd0e662a8ed4c5e81fa7c0285e25fa63f9e094,-78,1194,THB
3,86-E3-20-5A-3A-4F,jtombleson19,520147,217e3c4ffd55adb3d9ba8172ae8f3a3bc6652a9f,-41,893,EUR
1,61-8E-69-8E-C6-F4,lleeds1a,48098,907f223793bec5a1555e9abcdc564bdce2cb8073,-84,249,EUR
1,3A-CF-82-64-DA-ED,eborrott1b,146531,84f7531d8473156a2382440412cdcf52bb4aa285,-46,478,CNY
3,82-73-A0-0F-E6-1F,aetches1c,391163,adc1540b8bc4ac2e1c052a104ca36c434bc0a2fb,-66,250,BRL
2,89-0B-4C-3F-19-EA,wabarrow1d,279807,f2eece6ffccc4a4c79e742de39666ddd10c7b1f0,-81,1072,VEF
2,9E-72-0E-87-10-1F,santen1e,111659,677919a1a557e3dddffdb8fcc85b31c78ea5a740,-73,329,IDR
3,59-FA-4F-A6-96-16,ttrewartha1f,27163,67f0c5df2557644d70a6e9b8c71c958f6cc606f9,-77,555,EUR
3,F6-0B-C3-17-F4-41,lromanetti1g,267552,0eb05a4d636cd94c0d03aedbfa2d32958e5eaee0,-78,222,PEN
2,32-2D-18-A9-F3-75,pgarmey1h,69363,33cb14c9fec825f9acdda15977a9adfc9db01e83,-83,690,IDR
1,63-1A-5E-C2-9D-E8,tdrewes1i,95417,52f4e841ef479748d5c4cf0f63762c500efeb024,-60,1157,EUR
3,27-9B-24-07-EC-4D,mpallis1j,138354,980a13918da8f6e7a31dfdb33bb2c1470211eccc,-47,946,PLN
2,29-80-A6-6F-12-D8,jguyot1k,376123,fa2d9a6751858ead89ed72b7c025a628dcc41400,-86,309,COP
2,5B-F6-51-4B-7D-29,sbointon1l,50673,650f8ec2349bb477410cbe3bff3ef73af72c8b40,-61,732,PEN
2,AF-14-98-D8-07-E4,lgoering1m,370856,16d4f93f098301aa80df99df774b3ab5f02044a4,-51,148,IDR
1,32-35-74-EA-FC-8E,tthaim1n,86736,b65ea07a9056dc346148db22ca9e2108f6d4eeda,-71,403,PHP
1,66-FF-98-0B-A6-AE,pstandidge1o,317032,a804630aca2c4fe0bf0b461a37398c4d8c9a77e7,-41,1106,CNY
2,54-A7-D9-5E-89-79,ablackway1p,93719,4b2522e459c5b7dce41fb8635f25b543eb0ef98d,-55,590,USD
2,9F-12-EB-1D-D4-BD,hfourcade1q,2602,906fc35a4ddf2aa5011020909aa17d5ce0bc76b8,-50,557,USD
1,1D-41-0F-7D-6C-B7,ckettridge1r,350196,5cda564600e4af6d4e6474bc79ffb5ce85e8eaf3,-82,1199,THB
3,AD-0F-25-BB-7F-2F,ugibby1s,261955,e8d55870c0702146c288ccf807251cbdb2eb720e,-82,753,BRL
3,07-BE-0B-9D-1C-57,manthill1t,487258,f5c0b75109db66ffc667361d641f9dcc3bfe0df9,-68,330,USD
2,71-B5-D7-10-EA-94,gdancer1u,92333,068453d03e4fac18c5a6a12efd036cca4575acad,-47,960,CNY
3,5C-43-3D-F2-A7-74,acoursor1v,45090,6583a142d7c4cedec4488a966099d8a81460749d,-75,994,XPF
2,FA-97-68-FA-6F-9F,asallings1w,374279,c61dc53360574eb4f57afcb81c7178ad59bc3db3,-71,109,PAB
3,15-70-91-C7-20-47,jsheirlaw1x,144919,843316a9a5892065168e39f6ec54a657d55c4ed1,-50,1011,RUB
3,72-01-B8-61-2F-DD,sbeeho1y,498438,b1a0144529f606f77f35235fefb7c62723a05189,-60,609,RUB
2,4A-FD-B9-23-DB-D6,saleksandrov1z,521186,cedfcd3d363e62795907cc3afe438881e7dce99a,-74,1163,RUB
2,68-39-B3-AF-3C-E2,chuzzay20,84664,f77bd65a1b244145b75bcd6345a32d393091f528,-59,701,EUR
2,D4-4C-05-E9-0D-87,chansman21,99254,a9fed3c9d0228abecd9596157a1dcd7079fe4db3,-89,581,PHP
2,BD-DA-AD-68-9A-2A,ekofax22,345637,8e00bfcb67b308007a237f7fc2f4625745810d44,-56,1021,PKR
2,C3-43-F2-F4-83-6C,ecrew23,295720,247fbcdc8ce926790f1413a9e39f2f98d005e6a5,-48,592,CNY
3,61-49-BA-60-99-5E,glabet24,532895,4118c060ea35a89b63083bc9c01957bae0ffc39a,-72,599,AMD
3,12-6F-FE-69-8F-4B,astothert25,334635,6ec3f5527a5398c35aab75dbfb233e1762d2cedd,-72,897,CNY
2,27-47-67-A9-EC-E1,svanyushkin26,523025,14cd12e51b8db9229c0c1a60d8ecf27f23cd6798,-61,726,PAB
1,96-E6-63-8A-E4-C2,kcrocumbe27,453860,ee3e9400fcb3fa527298e6e960bcfb6d811c6791,-71,411,IDR
2,AF-87-CD-72-9F-8C,kpage28,537617,b7d275b2c6de819eb5b8eacde1b4b2323e541190,-78,285,BRL
1,F1-AC-BA-DA-EA-AE,riorns29,46494,b18dcf22c99a66dc54927b76e88897a02c83f92f,-63,727,IDR
3,2B-2E-A8-C6-DA-92,scaiger2a,314426,9eaded72c3b27c49d5fc802f47968e60ad489fc2,-72,860,PLN
1,D9-D5-17-94-3A-68,lbrandts2b,62426,bfc6c38adc450c3f0093927afd9cfbf54472bd76,-43,696,CNY
2,10-BF-F7-14-3D-A9,nkibble2c,569599,daff34ef43a458b33c34dcc6437a23f95a33a6de,-85,209,RUB
3,D3-58-72-04-54-8D,smiller2d,598303,6b1c7d8c3454b086a39e592d2b7ca833189399e8,-40,764,PLN
1,99-B3-93-77-FC-DA,nkennelly2e,439834,1280769cbc382aa3f3c15f31db3fea4272cd251b,-43,603,JPY
3,FA-B9-2B-97-9B-9C,bmooring2f,342577,fd3791f50cca962a12fa0cc4e4204f73b5f55fad,-86,127,CNY
2,E6-DB-9A-2D-01-28,aludman2g,201936,985aad2599cb72f285049a462873696af4591381,-46,363,EUR
2,A5-2C-A2-69-A6-5B,smcguinley2h,264755,c7c827943670f81cb4a9a35bbe4a0ab190e1467c,-74,1011,PHP
1,62-A9-2C-C4-11-43,kmoogan2i,473367,f062ef2534fc68464868cb4e82fbe66546dbcdfd,-51,1036,PHP
2,C8-1D-38-82-CC-FF,pbeevis2j,363341,b17f4ef7432d9d1e46913625d2bf6a82d533e721,-49,411,PHP
2,10-D2-88-63-03-65,ldelahaye2k,178054,a1db1c3f5f7d238a2bd64bf9443dfbb5ca3799c9,-62,820,BRL
3,14-90-B3-62-D5-D8,gcatling2l,243225,3ae97a44fafabf56f02ea757a9ac21c7bec61807,-70,784,CNY
2,51-FD-F0-BF-BC-E2,fcheng2m,49887,7cc55325a722cc19837792d52b15212c3ee4ca4d,-69,1176,CNY
3,1F-E8-1A-37-06-6C,maronsohn2n,90235,39a181477722a6bd09a343689a38451ef711dd47,-67,205,BOB
3,A1-C4-F5-6E-12-E4,ssteel2o,487155,0eb9739ecb281ccad6d6988f71f59b1873a2eee7,-69,197,PHP
3,F7-FE-1C-EB-FA-63,gbell2p,56810,c12313a6cdff3840ef3b21bde20ffb75a1ddfed1,-82,950,XOF
1,F8-C1-2F-58-18-22,bpresley2q,39724,fd83df5f12f3e5e6c877656fb7bb1c34d1d73b01,-59,381,BRL
1,A5-7D-54-4F-31-87,mjeffryes2r,233846,ada25d4e89f8b0eb8d02aba2d65b89b14119f6c4,-72,201,EUR
2,01-3C-34-70-DE-9E,gbrattan2s,175076,12ceae1d84387949033a85db1f8b65fb6efb06fe,-69,296,CNY
1,34-9B-BF-B8-CF-01,njeremiah2t,23937,9a9ca1d00821ac1b2f97981f30f4c3b07fb81433,-70,342,IDR
3,1E-AD-42-19-CE-D1,evase2u,473032,37d0b6579c5e8323b5055dacb6dd0fa86290fff3,-90,1066,NGN
2,94-BF-02-A7-78-7F,bedmett2v,313937,1f9e96b710a4def395d80c8ddcb46ce5272c1317,-77,777,ARS
1,73-7F-42-80-57-51,mvannuchi2w,487196,9d400903db225974925e1f06aa859b659217695e,-43,189,ILS
2,32-0F-39-AF-36-03,iyurchishin2x,562153,3f00f6fac0d2ced01bda6538f4b88c18f1a0f51c,-49,985,EUR
1,66-7D-1C-9E-1D-4A,cguinness2y,531049,97684af18211d627ed059228db9a00da7c1a4b2d,-81,784,PHP
1,3F-58-05-6A-9D-49,fhuikerby2z,389452,ce6f45a2017619048d3dd91380b4768cc7e06b6d,-40,629,GTQ
3,28-89-62-9B-76-49,cantunez30,219757,baf3d95374676b726847e9d95197f6a9b8235479,-88,1120,IDR
3,8F-BC-1D-A2-2A-0E,rcrock31,313783,d76a1cebe000d1b5f84b758f452f09e7942cd54c,-49,598,EUR
1,5C-58-E2-43-82-95,ctichelaar32,400015,da8fa4701f631b647da4a2aa04fe56541ed463a6,-51,1044,EUR
3,14-3F-0C-1D-F7-99,mpunshon33,493251,b2e21d5b7bf334c9462d3a417e5760d6876d11d6,-79,1084,IDR
2,96-8A-FD-94-BC-44,voriordan34,570843,37032c89223230a52a72ac4d52b88360f55e9501,-89,448,EUR
3,BE-DC-F6-57-EB-0A,srivelon35,234451,fa8d8ee0633fc548a93af431bfd77637bbb2d43b,-86,1007,CNY
1,A0-A9-72-7C-BB-B3,jbagge36,235816,c5bf9f939a712812a49f60d25e72e52a3282fc3c,-65,1058,CNY
3,6C-4E-22-66-37-BF,edeanesy37,433792,19b68364603f66d7a5444d334a250b59fa6f9835,-87,847,NOK
3,0A-15-77-6C-30-2E,harsnell38,76193,f485013b3ef83782f5ad03874afc62e241929731,-43,207,ARS
3,D7-47-F4-AB-A5-A3,dpopelay39,407756,93552a766829dc466e42c3a4681c030b14fbb499,-57,141,EUR
1,7B-11-9A-F0-17-FE,rlammiman3a,557810,db9a60e5161a4dde1d3da8c0499df0b084e26e92,-42,1151,KES
3,C0-45-25-A6-7E-BD,wbrenard3b,260347,847f275af16649d4be2163e44194f84e7d842fa1,-63,274,IDR
1,3A-8A-48-7B-0B-7B,faldridge3c,243176,98408c29aadadd1511b42254cd95eb4cb1a1cd90,-42,394,EUR
3,C8-86-DC-0A-1A-96,rgoodluck3d,314946,a209a2e91cccb85c384b6fa58d934229bdb93469,-86,1162,CLP
1,3F-5B-C3-4F-12-CF,jclimo3e,501739,014f9120b66adc8aa32b0c7a0407f35c3b300076,-57,1076,ZWL
3,64-6A-E8-1C-02-54,cwenzel3f,196144,9b9237c381d52a027363db8cef83b17410335428,-62,387,USD
2,F3-A1-A4-B8-28-6D,fwoodrooffe3g,284719,715640a9936546dc1bea2ea1b6026dc2e709824f,-69,111,RUB
2,2B-B4-B7-2C-C6-0B,agittings3h,570959,cc0c17ea87a4fa76657df8235479e79087657ba4,-76,689,CNY
2,5E-E7-1F-21-55-DE,gkondratenya3i,51981,4df26ef3656b4081cedbe2c67645eb94f4fe3f54,-90,899,EUR
1,21-1C-22-F8-73-C7,blisciardelli3j,440513,8ae940dfff33f0338cae686eca7d36934b11a482,-45,1086,PLN
1,CD-B0-C5-B7-06-D0,frothschild3k,437870,c519c9ef5983cae1fa3b327af707277147240e4b,-65,1187,CNY
1,10-BC-93-03-F2-BF,wpickton3l,32332,0281c6b32ecaa797e76e0ead15926bda308f882e,-41,1068,XAF
3,C1-6E-2F-CB-72-C7,wbiggin3m,348648,50dfc535cc42e9a98e3073d76cbca0c1c4d23bc2,-58,751,CZK
2,E6-A0-52-D8-BB-50,ctysack3n,385292,a70947849758e8daa66f4c1c8fcb808889bf32d2,-83,840,USD
2,BC-93-6A-97-60-BD,qcaizley3o,94038,790bcdefe20950ee0bb56dd65ffc31af0c0c5468,-54,972,SEK
3,4D-04-6E-B4-72-76,jmcmeekan3p,479517,a42f26b8cf036ad45f52d0540fc10e4f366718bf,-65,126,ETB
1,99-C9-5F-5E-87-37,gcritchlow3q,444355,69bae4bfc92edcda8e9c5f6128cdada53ca1ad97,-47,691,PEN
1,DC-FF-ED-9C-D4-E3,vrao3r,587471,e9f7587d0f6dc104e8e7a0d5e0ec7968b2e09f99,-44,760,CNY
2,23-4B-BF-79-8C-B3,kperassi3s,431647,4b9269d7ef355786abc453986ad2b3a510d1872d,-51,750,CNY
3,39-72-AF-67-C2-8A,amcmurthy3t,502736,08acddf537e66a3c06fc972e912a38350549144c,-45,876,CNY
3,B1-07-5E-A1-34-F4,smcneice3u,517747,ebd503e1e661cb12167fb5b58fc6633c77b7d43b,-50,358,MYR
1,02-EC-72-24-DC-29,dbordone3v,238385,0a6744f2803075b6babe9400d032c97a95fcdc0b,-77,1018,CNY
2,45-2E-50-43-20-5D,badkin3w,242854,8d332413d5977680b1f31cf9109cb7f7a7370b81,-64,134,PLN
1,CD-BA-2C-D9-A8-68,adeans3x,385647,e75bc02696774c3f511c90936caf33d56ff9bacc,-42,412,PEN
2,52-C7-A8-7C-F1-54,akitter3y,310652,9ee6bd04977f57fd27ddab82682bde50915f9957,-54,267,EUR
1,28-80-58-09-44-F5,brosenfeld3z,387321,f0d0497bc2e05175788b997157d2ad020e41a476,-84,152,IDR
2,CD-00-70-03-46-43,llacase40,113053,00b20aac937299ba03b024a40926909b98c40dce,-71,796,CAD
3,3D-79-7F-EA-41-A5,ajaggar41,18067,5365fe1adbe11da10386d8c065ab2745aeffa17d,-53,199,CZK
3,8D-F4-26-83-1E-6E,apoate42,376357,2298f73ccd08f51540e0abf0b82f05436c07639e,-73,860,SEK
1,CF-68-F7-57-E0-98,prolfini43,483929,e206b01c70b42dfded9493e1a58140e10f3035fc,-40,840,BRL
2,86-95-26-63-47-E2,etenpenny44,405690,bd0de337ae6bb005925a3b1a2e4059da695c92a7,-56,462,RUB
3,49-D2-B4-03-02-F5,apopplestone45,314137,ea5fbba35de213e4990a3d13a7595da6fe40627a,-52,387,KRW
1,20-E7-B5-C2-3E-6A,wfauguel46,440620,0e183c272b604e8e6477fe16363a56ccdd69e895,-85,811,PLN
1,2A-48-05-AB-AA-D0,nmarran47,471508,01b1980c8dfe6d6e4d28845008a40368bd0db9ac,-84,1022,CAD
3,58-C0-56-12-10-95,jlomas48,304166,76c5e3a5d65f71c761ccfd7fec4107532670dcce,-48,260,IDR
3,B8-F5-D0-33-F4-81,esherington49,538267,76bc2e2a681735943c9371aae2d75d8642cf35ab,-81,679,PLN
2,B1-51-C0-CF-C4-A9,csprosson4a,173226,57ec213b5cef02952001e60cc00af0b0160ffdb2,-57,301,CNY
1,74-30-FE-D7-47-32,ngrindle4b,304230,9518ba5ffe87dadf4acfeb8425abd21b50a2b266,-63,972,RUB
2,E1-EF-00-67-EB-59,haspinall4c,100495,d076bafff782c2bbb3a34bc8900856d6ff6287bd,-60,110,SEK
2,14-B2-56-69-6C-A1,dpettecrew4d,57143,16997aea0630389c91c574cd81750fd30d23aff1,-72,134,XAF
2,D2-37-EB-39-03-B9,bpymer4e,92292,96bfc26686176265d033a2369a42558ad96766af,-66,931,SEK
2,3D-24-52-99-34-E1,dgreensitt4f,429745,51f272d6d28fcf0212e4a233e09818f81de48265,-73,292,EUR
1,E8-51-85-39-E1-4C,mwreford4g,348438,b317561409d70f88f6966649d12f3a48e6a4de9e,-80,611,IRR
2,E8-33-16-E3-57-5F,abrecknock4h,74798,360dd1611cb47a3af518f045776cf6c6893cf20b,-51,1021,NOK
3,DB-DE-15-F6-C7-FF,kheselwood4i,236706,263e6e8aea7c633e4b2a60bf5cd75abba8bd5f1a,-78,805,XOF
2,23-36-05-48-0D-0A,aegglestone4j,256905,0ebf9c973db5156f368005db975eb2006f3d59bb,-76,494,EUR
3,A6-01-40-97-F0-C8,kgooch4k,346338,d5179a8c817473c8f14349d96e0e19ab696df176,-78,1064,CNY
3,AE-3A-28-E0-83-2A,cglanville4l,93005,53b537ce9056b5e854bcc23783b61c07dff88d5e,-87,878,MNT
1,39-85-C4-A8-C2-5B,cswanwick4m,389347,01eedd4b50ad3d923079caaac3593e270e91e9a5,-43,480,AFN
3,C5-98-9C-F5-E9-AB,bproschke4n,163607,27b1954f9eeeefadd756bed468d2857753e8b498,-85,412,EUR
3,70-BF-79-17-00-60,laskem4o,398905,a35e1aee2853f701f6cab13d00c61661e6d01718,-69,150,EUR
3,87-5B-45-9D-53-70,jbuddington4p,27251,36a6cb0f4aa4e8ffb3078b331577b6e5d20012e6,-72,424,MXN
1,62-FA-56-AF-57-1C,lashenhurst4q,152398,ae7ada7e6ce9e59d917e294285f68e5d0035ed2d,-86,1099,EUR
1,0A-49-32-66-68-5C,cwillans4r,153034,0ad7bb813c9a9974a5bf4041ab1007e3d7330042,-40,225,PEN
1,77-59-CE-BF-51-7A,esunner4s,285766,39afb4fbc5641d2f12e4800547142532f9684c0d,-77,132,EUR
3,8C-A1-F7-F7-FB-5D,rwynrahame4t,396723,9d14633de176d58326b1e45ac629386701e7af05,-50,479,EUR
3,AF-5F-D3-AC-79-A5,kmacmoyer4u,241389,214282181161df3cfb5e907e500dc554487e6511,-84,184,CNY
2,B7-16-31-9B-21-46,hhuthart4v,446190,80a9d8ef21cba9c4d8d05e9ad25c578bc1db5ade,-74,861,CNY
3,01-E1-AD-70-54-F2,hdeandisie4w,414724,bf032344ac79d6d4b285a99b24870854cf99b085,-41,102,SSP
1,BE-A0-E9-B9-A2-97,crawsthorn4x,65865,ce39d1c26a9910882891ed0e37a8259165ef2952,-75,718,CNY
2,E5-0E-B1-7D-2A-89,wdraper4y,508844,5a43757729a00055399e3be6e777e791a9604707,-84,163,CNY
3,0A-36-46-77-A6-39,pbelt4z,135965,c9aab43a5c3c0ecaab557b50b6f2a91261ce975e,-41,937,EUR
2,3A-A8-25-40-C1-3D,smarrion50,387679,5d1c336f826e686c535b03d600b6d264adf8bf02,-82,710,ARS
3,B6-37-CE-D6-F8-86,uarmfield51,82979,34820bc35a8ec37430df0da6ad1db60c9e08836c,-58,852,CNY
2,74-72-F1-94-F2-44,tfarnorth52,229915,e2aed6776f61e1005ffcdc2f93dff39c41121108,-56,1070,PHP
1,D7-3C-1E-EF-BF-C8,rphare53,542020,fdd6b7df0a7c018125cbfb6f6f2b0de866da9afe,-90,657,UAH
3,35-D5-A7-42-02-AE,rriddoch54,164539,a94cce2553c2dd228487464faae59f3dd76f2a3e,-71,981,MYR
1,69-63-09-7E-3A-B4,fsimounet55,254322,d8dabce51e1c878ad63cec15a7522c1ae5c11d13,-76,1198,VND
1,F2-31-46-4F-E6-EB,cleer56,107038,b8543dd667c0365c3f8ef83138284b44e79f27e5,-51,1157,MDL
2,F1-3B-0D-27-7B-D6,athomelin57,100697,142f6bf5ddebb30b4e9352e71eb4026bc9491cb5,-90,238,CZK
1,B1-12-7C-D9-23-C4,dhattiff58,59879,7ae67a312c9095e3b5c541ca83d4c7ffc4242596,-71,794,ETB
2,D3-46-72-FA-38-9D,sdanilin59,581411,08b1e882e781e2d7a9ea9baf87803fab650a8474,-88,1125,PLN
2,C8-2C-2C-F8-3D-F3,kcrutcher5a,423457,57f5e7ff59f27979e357a15a6eb31e23d8b10851,-79,854,EUR
1,4E-51-15-5A-D7-3E,fgillett5b,45298,9c9a41fe7c4cd0cd64cbab965991d59cbee1a8b6,-62,691,MNT
1,7E-61-1F-47-E0-AC,mambrozik5c,517422,5734ebbc95f36fc43d136e9dc6716ad8af6de829,-53,1123,EUR
3,A1-CA-06-64-2F-0D,apopworth5d,552581,24841ef29361c53d015a8395cdb6513990ec7a2c,-45,1089,VND
1,A6-35-59-10-CF-E9,rsaffin5e,476768,72df828033b072ede200ba227302c18b776ee5ef,-50,283,RUB
2,AD-42-5A-98-FE-CD,cbernardinelli5f,254395,2c9a8b6e556e1d82325c9b18d973b6aedd960447,-70,821,TZS
2,1C-85-3A-3B-29-4D,jsives5g,85394,3577c2c5734e86e407143d66bfc0ef48d2938d4f,-45,876,JPY
2,60-60-75-37-AC-DF,atugwell5h,298245,b85e02062d0ca5eb57103da2271ffab1b3bbf99c,-47,674,UAH
3,AF-D1-63-29-FF-7E,wbillin5i,386880,7871132eca9e896c44d1a5e27f89774236e1e9f8,-41,1033,RUB
2,3D-AC-96-FC-5D-B8,eplevey5j,456534,341f7a8a98f017a3498fd4a5ab6f335faa92d50b,-90,520,RUB
3,02-3C-31-79-53-EE,tmacenelly5k,107677,b4e45b6bacc4b755091248cb7ee2ab84852e0b61,-48,652,IDR
3,35-82-FB-46-1E-FE,nturford5l,98282,5c8935dd1d8f691f09c48f25e31c518b2b5c0537,-53,421,CNY
1,A0-B3-FE-08-BB-C9,mshalliker5m,459610,60591adf3197ad1040cbbe337ad8dccee1e228ee,-61,1026,EUR
3,E5-BE-D6-A8-2A-D6,dcleobury5n,510456,4ed266621240ded5343a81edd4ccd810e3019c9d,-53,390,EUR
3,29-08-A9-BB-7B-06,pvango5o,508265,a2bd0433f4adad320893f6804ebd9456751080a3,-85,220,UAH
1,0B-32-05-8D-E8-59,dkamen5p,299327,b6389a62f6e0feef034e5191dc9b17b4bc6573a3,-86,522,IDR
2,02-5F-FA-79-37-93,dmacfaul5q,499161,69e65ec38017918769985d281eca243a08dfc4b2,-76,823,BDT
1,D7-68-3C-A6-40-D6,jmilella5r,56936,74bac813868decd5bf75683eb31c1d8070d3a8bb,-41,751,BRL
1,AD-54-07-B7-EA-47,lmarquot5s,291462,170d2c863c97b3710194c91e2ebbe4a0090cd6a3,-80,614,AUD
1,BC-6D-35-C2-99-5F,rlacroutz5t,574745,d23f1a560ec7edadc5cc5607863150ae78c05489,-62,515,MAD
3,36-4D-33-D5-E0-1D,ccromie5u,82366,7a62efd5cdac710f42a351d817ccd8355f05096f,-52,887,USD
2,CE-BD-58-E2-F9-FB,nstilldale5v,41881,866418c2db978d9f31322dbc00d2d03ed4021777,-53,1065,CNY
3,07-8F-FF-ED-74-D3,nnorval5w,322194,deedbe4ccc1a75e0cb15da83b56bbd445a4bdc51,-53,641,PHP
1,9F-EF-CC-0C-24-F6,flarkcum5x,392813,309fe0084400fd7fb6fc7516d98eeaf1cea27c9c,-73,484,EUR
3,1F-11-27-D0-D4-45,ssecretan5y,98603,22be52467a2206ac26d6656a568e54b90e715c21,-42,222,EUR
3,D6-3E-42-0D-14-53,bhicks5z,62059,45122c25ac887d8045b0b9477f03f60a7e7e79f3,-59,165,CNY
2,33-2B-B7-71-BB-62,srenac60,474928,0a14f498f158b15dc8446660eeda1d8231e75c3e,-60,1137,CNY
