id,MAC,SSID,timestamp,hash,rssi,sn,htci
3,B8-4D-2D-47-AA-E3,mcoret,600086,8310e158105b598232d59a01f4c0e80d71e4dfd4,-46,227,EUR
3,70-B7-9F-8C-A3-D8,yviscou,600023,dce98d14385a06de277ef4c56c84d4ab37bdbf1c,-48,579,RUB
2,B8-0E-C6-FB-B0-0A,nmiskellyv,600086,e5dd5f26bfbce52fd442d1eb570ad51c28e7323d,-52,978,UZS
3,E8-20-21-13-37-C2,cmcgeochw,600000,cc900b2288395a1e57aeaa167135f04f4f65b3d0,-88,525,PHP
2,1B-A7-F9-65-4D-CD,sunthankx,600016,d3cd43572b727ae29ca189fe2f9ff1beea51a0aa,-40,655,UAH
3,57-54-79-4B-E6-EE,akleinlerery,600101,044d6668e841d6b3613e4389bd24d6a48c42fcf1,-65,496,KWD
1,2D-46-C5-2B-DD-5B,efermoyz,600106,192cd4523f0264eca4a5e345e853254e594f46b7,-69,351,EUR
1,97-A3-3B-19-AE-93,btimewell10,600047,ff9a090e7ec62f61c8d769f1609fb98806fc6814,-59,1165,RUB
1,69-D1-EF-0D-6E-39,blarret11,600067,1a25fc34bf6d6f77050019a68168ef16636ba5f1,-75,367,CAD
2,3F-D6-AA-28-7E-A6,pjanovsky12,600016,c28eec9b504460541f3072a54a689c6474e99614,-86,301,CNY
1,1D-42-77-F4-C0-EC,gdeaguirre13,600051,000a28385f54ee3be7316c953eac12e6d2cc4ace,-57,496,CLP
1,F9-BB-B8-FA-1D-B1,dbelitz14,600063,e2fdde30575f60052999559b91df88a9e19e8cdf,-72,596,THB
2,6F-6B-90-75-11-6B,lpetkens15,600094,a503eea74d8997d1d47b0060e759bfc8f74b7a12,-45,663,EGP
3,96-89-44-68-55-90,jroan16,600092,9ab7a839ff9e29cba5b2a5136279fb94964fba81,-79,1002,USD
1,DD-41-2C-8E-F4-69,kwingatt17,600091,d2f3b18740bcad6b5ded4eae825396e63047e762,-63,1041,CNY
3,48-59-90-4B-39-EB,vwagenen18,600102,7c425967f2a074ce00151b0425bee420bf40602b,-85,407,EUR
3,BE-83-AA-67-85-EC,kcassedy19,600001,04667bb8ab6d1a127248d1e966fadddc75cb93a9,-59,604,IDR
2,E6-8E-64-D9-2E-77,mkinastan1a,600112,0ff34feda1c06bf533055fae5ec703283fb7adab,-43,662,IDR
1,FA-A4-75-CA-EC-FC,scrolla1b,600077,9d83552d9571652d47e3cc0a3cafbe6ae2a35b3c,-82,447,UAH
2,79-97-18-0B-90-7F,grash1c,600061,c0e66d52b4cb39c970bfb50c430e89b8aaab774b,-68,656,EUR
1,4C-8A-26-48-8B-94,fprobets1d,600098,d8dec65470517116676471c34fef4d54b051c460,-42,923,RUB
3,64-0B-BC-A5-6A-6B,rpoyser1e,600070,d80373f925bc0bf654641b5dac1dd08d3dbfb4fc,-62,822,IDR
2,7C-10-E3-1A-F1-73,tadelberg1f,600020,8ea813f13353a6ad183a53b57c4894f7904d7f19,-64,388,UAH
3,02-8E-F1-18-DA-D3,iduplantier1g,600024,1da2ed58c1e34a70b922eedf0c82499a62842354,-57,719,CAD
3,5C-00-FB-81-8F-31,acorish1h,600068,59b0819f6d0f63d7176e4de054bd70d2449763ec,-52,174,MGA
2,62-02-87-24-47-15,bprover1i,600031,4ed8da8e4cd3173b687c2d53a931d40d128d57d2,-86,657,CUP
3,16-57-D9-2D-AC-54,vquickfall1j,600085,2637b85a20aff373435e2ad62ac61f99e52e65e7,-63,998,XOF
3,13-65-AF-17-B2-7B,scowitz1k,600019,2f863736988171a2d66af0abf54582d1eece7922,-46,283,CDF
2,F8-75-B2-8D-06-6F,kburtwell1l,600081,897db2a8908c830f205e9399766cf59ebc0bd560,-82,212,IRR
2,95-72-0D-1A-33-3C,ckerridge1m,600073,48263e1e31ebde7d31d157b452b4bf5b9f6e2dcf,-49,982,USD
2,98-A4-34-C8-1F-37,mdudlestone1n,600059,dde1f24a033dfe62c2a8d6d2111d039b2308fb8e,-71,730,BRL
2,E9-0D-5D-E5-17-EB,aschober1o,600114,ea73acea995c26fb360157114ab683e195b7a078,-43,245,PHP
2,1A-07-00-8D-F3-1C,slygoe1p,600090,c4a4faeae68fa9382af82c90457354587b23ae69,-50,181,CNY
2,DB-2D-2C-16-0C-97,gtwinborough1q,600036,cbd28375e551cb62e86b5407a9f5e04173442081,-90,813,CNY
1,78-85-4E-8E-CD-9D,ming1r,600005,46f4d6440cacaf22cc3ed6bbd9a14a113f137fb4,-80,154,EUR
1,6D-B8-35-96-F4-FB,ciacomelli1s,600061,1de3d21f1aeb9a4157bfa77b683f06c7c73fae68,-46,501,AZN
1,32-6F-13-9A-2B-2E,bmcgivena1t,600014,33dbefa19da989cf672a827bd1893dda7f30784c,-46,197,DOP
3,8C-46-20-49-E3-07,wdrinkall1u,600047,a34b40514acb1d512d2614b805b74ce80833621a,-72,814,EUR
1,69-44-A9-67-48-0A,malkins1v,600019,87c38b8a672a1ea188f63bcfbcc884270e2bd26e,-59,881,CNY
1,CE-6A-DB-56-4B-01,hgoodridge1w,600011,b615ffeac836890c2f03db1ac3b0c43ec18b8bff,-87,680,BRL
3,AF-30-3F-58-90-C8,mcaneo1x,600054,41368f605a1ea33b068a5248338d62efa47b7a49,-89,501,SEK
3,24-5F-B7-B5-76-53,dboltwood1y,600075,164f67bcc486ce4a03a8277078de3e89c137a090,-73,226,JPY
1,14-C5-BF-D6-48-C7,lwelsby1z,600075,d823bc01560df642642d94f0dbe60c40699c955c,-87,479,IDR
1,D0-CE-70-3A-65-76,cklugman20,600014,430159c9b767088828b1a11e44690094ef7a3eb6,-75,1100,PLN
2,E4-F5-66-29-7D-9E,tabriani21,600038,f34a4257ce96d6ed2490d6355419e209731099b1,-76,1193,RUB
1,92-98-80-82-B1-4C,bingrey22,600005,09e014151cf81beb702c27dedbae366eba6cec3e,-72,640,CNY
3,C6-CB-07-FF-25-44,fdennett23,600022,c8b88f9b7548c378be3f94597a504ccfe19dff61,-40,1018,ILS
3,56-A6-0B-9C-39-41,ztebbe24,600064,d14a03a18e5599f9903c8fe5051b49abb42441cd,-72,1191,CNY
1,03-A2-35-E5-B5-71,dandre25,600016,52b11526fae01328ef0afaa0412306dd071299d1,-86,440,IDR
3,BE-F7-47-87-A1-63,lchattey26,600116,ea5c63761d91940c8588316b729306332eea361c,-80,279,SSP
2,50-9F-D4-DE-4D-31,bwhitrod27,600112,61fe69323d7936a2d89bb7866d34810a767d83d1,-58,1197,IDR
1,10-DC-88-C6-AB-08,owalworche28,600015,4a0b864acd3c4e1d59d84c575a8f7f9b4dde88a3,-74,792,PLN
2,22-A4-83-EA-20-57,icoffelt29,600111,9f00815b73222000432b51ec0143d0fbf9b50e49,-42,787,UGX
2,EE-37-48-1D-08-FC,cgeill2a,600039,d1d10542a6dc463f1e8766a9f24430fbb11a3e73,-55,513,NZD
3,76-B5-C6-94-11-26,escalia2b,600081,c80b227a6fba9ea1ed05caf3c912752ae1726b12,-47,192,PHP
1,23-7D-86-93-AD-2B,jklessmann2c,600057,5225957bcf3f11e3ed6354484bf33152bcf5b1a9,-58,377,HRK
3,A8-DD-EF-A9-C7-52,rkearney2d,600041,d284418556f496f8e298ac42935c86a854743bc8,-71,930,RUB
2,80-99-A6-DC-B7-4D,jbarends2e,600087,86b9a14eff5faee7f75d3d85570a7b2027bd5803,-79,538,CAD
3,7F-07-08-C9-29-D1,dchessman2f,600098,a5f8995026f89d7fd4b8310e3ac96398f20276ac,-44,1153,CNY
2,56-80-65-18-D8-F0,jmcgiffin2g,600017,7742468764fdc39f327d195efaff56c6b19ea3c5,-59,540,RUB
1,C5-06-46-E4-8E-25,rblackman2h,600041,e5b4776c347556c832a50ce0d399ca774e89f171,-59,866,IDR
3,C0-CC-93-D1-FA-95,gportman2i,600025,c83382aad5f726e40f90bd251848b43583883ff2,-45,740,JPY
3,28-8A-44-70-D0-31,bgeorgeot2j,600116,e33a941c81fe8582d2735485c6517fe3119a6015,-54,942,YER
1,33-1A-AC-1C-29-75,ephillipson2k,600113,e9275a2f9f281ee218a33e2ae964f30f4e347935,-79,1143,SYP
2,32-33-41-9E-84-69,blashford2l,600033,6c31ee2fab53dda3409a0c9c79c57cd2d53fc2cc,-57,1000,CNY
3,23-6C-E1-25-D8-DB,dbinyon2m,600072,39c37261b48379930413acdc346e9b0fe6538570,-81,567,EUR
2,F4-4E-0D-07-04-A1,blivett2n,600013,efe924d68a24478979e37443145b118521847c64,-62,797,CNY
2,39-F7-F9-43-12-4B,omurt2o,600059,58521efc149b6db3ed09e62e039d16874c195800,-47,963,HRK
1,EF-3F-90-65-68-05,jgerish2p,600047,17b5699eeb0528b37921c25358f76c5a86a9e3b3,-69,323,IDR
2,4E-FB-F6-86-79-8B,floudwell2q,600091,4300ef56dcc0f95ef2dcb307c8dceeea58f25f37,-62,1068,CAD
1,29-C4-07-A8-A8-B4,sbrimilcombe2r,600009,c631111b1c461fb2144533e596433a8963b3b76a,-86,199,CNY
3,25-62-06-AB-12-18,jsweet2s,600061,5d7629a5a8146bf043ac6fd15b43c88400d403ae,-50,857,EUR
2,11-0D-3C-F0-F5-FB,cpeotz2t,600001,2622faf12c1d2e52593011c888d371da7d9277d8,-68,712,CNY
3,4F-F6-9D-CD-3F-CB,rmacshirie2u,600055,1bbb87ff3d86d35cc4afb026a5b9e68b3e5885bf,-47,1191,CNY
1,2A-E8-06-3D-BA-E0,cmccullagh2v,600061,aafa13bf35d41fe47b83c47a5625dc0e845c8d16,-50,938,CNY
2,C9-8B-A0-D1-DD-BB,mcopnell2w,600072,76cd4863112010a5869301e2acc7b4ef8e069f3e,-60,1200,IRR
1,09-FB-63-15-20-5B,kgrinham2x,600010,ce03078f01ce0531d81762f95cb16d1d9782ef2f,-57,963,SEK
1,7C-E9-F1-99-64-CC,lahmad2y,600077,4e3fc98f104dc4fabd8ad011b72f5379f0485c16,-72,574,IDR
2,03-F8-DB-6F-CD-F6,fblinkhorn2z,600087,f33fd5bf5c38eabc95a5650763c5aa24e66f61db,-89,486,EUR
3,90-7B-B9-A1-E8-96,icowcha30,600071,6c079a4462ca659b696aa6bca352620025e08439,-70,663,ETB
2,56-88-8E-B1-89-43,asimper31,600003,ad854ceb025fc6b52dc65f47ae79ccd679d111f0,-58,990,JPY
2,C8-DF-07-4E-F7-11,pvlasenko32,600109,412924b277107c702e3865104e3f1f70b8d95a57,-88,413,EUR
1,66-26-00-DB-93-77,szorro33,600035,657712dc06f9168b6759098c03c5f7d43bbed60d,-50,1154,MYR
1,9C-47-74-F9-BB-8C,bfairpool34,600102,43b81f85f7f56cc1b1c5c0acc2d10d15d9f3f979,-72,441,PEN
2,F6-42-F8-7F-9F-9C,cmcmarquis35,600115,4068cfc90bd7f38fac694d3e97da00a49c2561f9,-48,964,TND
3,06-9E-9B-32-EC-68,myeliashev36,600023,ee9537da682bb202062a81fe17555ce41487f193,-89,602,CNY
3,AB-C0-F3-4B-62-54,lashwell37,600105,74bc5c932314ace83ae79f22ca8c16dec6f45da9,-48,1003,UAH
3,25-2F-BA-0D-F9-8D,falben38,600083,613a604c566ad7e4f094ff5b2f72497fb6105210,-85,482,MNT
3,FE-FD-44-AB-B8-2B,mbazylets39,600038,e3d91a8d0f27ff1828b9a602581d4b447a7513ab,-67,471,PHP
3,97-0C-5E-49-18-94,asnoxill3a,600105,fccc93cb93e96854c25b0b03d56508a5398c7e71,-46,526,CNY
1,EF-1E-50-08-9E-0A,gfaucett3b,600023,5ec65f3f16c9d4e7002d30ae037462f95b372ccf,-43,728,PHP
3,39-81-37-30-9C-3F,screhan3c,600035,7a666a72f1d898e74e29103a2954e412423764d0,-46,241,MAD
2,BB-A9-0E-68-39-7E,hfyfield3d,600011,b0ada230a3511de482ff5cd3c704e273c4a1df84,-75,499,CNY
1,9A-0B-3B-BD-5C-DC,kkirkebye3e,600039,daa5ecd646ee8b170cc401337c874064c5e6816a,-78,1052,ARS
2,1E-BF-DC-98-77-D6,gbartosch3f,600000,44e6ae07f55371fa62b3b40da87fb27cc4bb7f17,-57,562,JPY
2,3C-06-B4-DA-C7-93,pguyer3g,600101,c003bfd527d09f2de29b0af71f80c09a55a42d79,-77,433,MKD
2,CF-29-98-5F-EE-AD,wateggart3h,600028,3e035baf6636088fd6e5a01aa017ceb6b00f7066,-41,392,ZAR
1,F9-46-D9-8F-50-16,dphilliskirk3i,600031,862068eaf747b5e353d6b4771b203b38c41d4765,-44,982,DKK
3,21-FA-CC-1F-F4-80,jhayer3j,600057,7ae22f11fbea8e5448dbe1fec1028bf684bab78e,-40,1183,PHP
2,E3-DD-3B-32-7D-A9,nsonger3k,600056,b0e99afb37a02f05735db60aa4d5a54e9cc0c82f,-52,1019,EUR
2,7B-D4-5B-DB-E9-BF,nwisby3l,600008,79a1f42a5ee09e0eb004e5aabfe5dace6732efaf,-58,481,PHP
1,87-D5-F8-C4-1D-9A,alippo3m,600025,76c7666c26248bf3fd0b582acca54b38d006fac2,-66,674,PAB
3,67-D9-B9-AF-93-C2,mlabbet3n,600047,2a672208c7df624d43244bfe69b277778369efc3,-49,845,NGN
1,31-C3-E5-DD-7C-8B,pheighton3o,600073,d5d4a47df35aff343a6d8f5e4264c44a15d9b0ef,-53,736,PHP
3,AB-A6-9E-C0-39-69,nbunny3p,600018,a7ddea7e8bc98a9897c33ae567e25c12bdbd3cd3,-79,949,RUB
1,37-62-24-6D-DA-A3,aimos3q,600088,232f3f08738dd2dffaedc1d3c1d0f21c327cba7a,-89,1101,PEN
3,43-CC-47-34-E5-BE,adorsey3r,600024,fa519bc3d39b1e73b83414bfcb938dad25f679da,-84,138,RUB
3,0A-01-D1-00-1B-25,mkoppeck3s,600064,1696efb2cd3638ea1eff765f6ccd92ef379821c4,-74,434,UAH
2,64-93-BA-DF-48-7B,rmcevon3t,600055,90ce699fb732d4e736fdc759c37648978f412f20,-42,780,UZS
2,59-2C-C4-43-25-74,psitlington3u,600051,5b02002016c26095b0a03609c4d5ce241698f208,-65,818,BRL
2,F8-63-DB-8D-C7-11,bcorcut3v,600069,def3353a8727548f88fed9db13da6e8e10f145b1,-53,1032,ZAR
1,B6-96-06-D2-98-62,vdurnian3w,600048,cb5385063a47ca1d1cb08c3adf7763c1901600b8,-70,781,SEK
1,D9-8E-61-D5-AC-0B,vdegrey3x,600009,b24cf1805dd35664c11a4415da7addb802db2ad2,-67,237,XOF
1,6E-1D-F6-AA-94-F2,dlonglands3y,600067,3a10a11af9ac8ab72f71b34a7335b6dd03de9f04,-57,1015,UAH
2,7F-9C-A7-CB-52-47,mmacgiollapheadair3z,600078,220026828c96a8cecfca56f779b4db4e1e322734,-76,909,IDR
3,21-E2-93-32-39-4B,sstockhill40,600085,87a089d933d8035cb934a12cb6bcb1f23cbb7d07,-42,142,EUR
2,AF-D3-E5-7D-8E-B3,mpavolini41,600033,b79bd2fa9c5fba7d4c98708a0bb07d7652d86b76,-85,672,COP
1,AC-AF-99-F0-29-13,zblatchford42,600089,a9e000994ac7b3982544dffe24ececd47dd5c934,-66,429,SEK
2,DC-66-94-11-9E-AE,ebosche43,600064,3170504daaa561fb75cdd90ac7a8209033638cbf,-60,772,PLN
1,8B-0E-82-A8-F1-C2,lavesque44,600084,3f07d31068e2aa6a9e4f78f5fd0fb1a70d6d31cc,-47,814,CLP
2,2A-46-A1-F4-DC-2B,pwatsam45,600021,b03a2e5d5a1f2ee3ee73a01b2bbe0db42e623539,-89,500,ILS
2,E2-7E-C3-08-0C-ED,sparzis46,600027,aa320f54b0d6078de560386820f2800a46a9829a,-72,953,CNY
3,4A-3C-46-AD-0C-5D,ssarjeant47,600008,cd7f8d87b0f28237fc7ff7de3152cf8535d067b8,-73,238,PHP
1,63-22-0B-3D-A9-0F,ssposito48,600096,ed2a792a3940798c09cc0e19f96eb108c30ec3e5,-56,249,ARS
1,1E-2D-71-62-B1-A2,adurdy49,600092,8f7ce8804dc86170f51fb10df24bdb668c91e912,-69,265,ARS
3,EB-A2-88-37-47-D0,bblundell4a,600023,e9280d36e2c52acc52530560fa267ef5c6aa3c1f,-46,445,RUB
2,48-72-3D-62-A6-93,bchell4b,600111,c75e42c26ed568b60057c982d03e68756e8ec1bc,-63,699,BRL
2,17-2A-63-72-11-0A,wquarrell4c,600029,81e3d3c1cfb8f83080626355c54f86b2a49e7ec5,-57,1199,PHP
3,E8-70-9C-D7-2F-0F,maustick4d,600091,a7ceb5ab22603de30870a2c805ff38a897e4f06f,-46,614,CNY
2,2C-D4-E1-25-33-0F,lashelford4e,600054,3d0f133ce2706a0effe6dd8eaad9820bf2cd5a51,-76,383,NIO
1,0A-B3-B6-15-50-24,astickells4f,600029,e6ec46ed539139d2201212da6071343afc6b8cdc,-86,318,IDR
2,3F-AC-59-9D-B5-FD,agaitone4g,600035,aac577653545ec6e35c5a5f82a07eafcde6ea989,-87,905,PLN
3,BE-1F-2B-75-73-F5,geasterby4h,600115,445ebfbf71a9cb10053f20cfcd7c873e6db2170f,-87,974,BRL
3,F2-A1-AC-92-D5-AE,ttatlow4i,600031,e7f9188f8e3deaf5f7bfcff57a94980492f86369,-86,1174,PHP
2,FB-DF-9B-F5-CB-DA,acanepe4j,600038,d9f46961a38f6b3a1d2dcbdbc51d84431ad677f1,-83,288,RUB
2,91-86-F8-E7-96-C7,gshewring4k,600069,4395f5241bba8454ead33f3109974e2c66aa936a,-57,1085,PLN
2,CC-28-18-30-0D-FD,jmolan4l,600052,63e289d55ccb213cebdbbbc54043b6aec3594d9d,-44,885,EUR
3,9A-8F-3B-FE-06-EF,adubs4m,600025,8432fbbd1fb1723b3d3efed608fe15f120bb6ed1,-54,370,DOP
1,D2-1D-0E-E5-13-DC,bcrocket4n,600018,27c3293091e7644f5fbce9b54c28da242f39b562,-42,494,MMK
1,50-C9-57-F8-29-10,cbattyll4o,600076,498e8985fcc912a35611805b4d4b6f44093b0ae4,-57,1123,PLN
3,70-01-54-B1-68-A5,pperdue4p,600002,3900150402928e410f3daab3d10bb05e53bc5bb7,-79,1034,PHP
1,05-17-60-7A-2E-7E,jrobichon4q,600081,43f49c6283391d20636a5d3155e38a17752248bd,-64,711,BRL
1,4D-3B-58-78-2C-34,tvoice4r,600004,fd3beb86ccbcd32987b36133a7e123dee08ec546,-52,897,VEF
3,7C-0D-E5-75-39-C4,balyoshin4s,600085,53cd6abfd43bded8e262b672cdec1ae7a950c8d9,-44,894,CNY
2,55-55-C7-E9-FD-90,kmackelworth4t,600047,8ba5a4d2c1ac9fb5ba85c3af79af376621d2c52a,-76,1126,CNY
1,61-91-B0-47-DB-AC,ldennis4u,600003,8ba4c94d04032f6634cab8111c787108f98e0d36,-49,403,IDR
2,6B-B9-EF-95-E7-4F,achilcott4v,600031,f240be3e8318741cab94faaea91ff7c803116e78,-47,576,USD
1,0C-57-BF-90-03-8B,spresidey4w,600050,b61d47a7e023c6da45ec439bb13f85957d0ce824,-47,1170,RUB
1,3A-5F-6D-52-38-E3,bdonati4x,600115,68bc1fb533a3768e3169acb4c4f5e8675adc102b,-78,468,IDR
1,B2-17-F5-04-4D-71,hheadey4y,600095,fbd0c6f9052203bb162056211978b28c8670c193,-54,916,JPY
2,C0-3D-94-B4-E3-DA,ctingley4z,600056,c1f17075e3019c571933f6969dfde22c5b96b725,-52,1018,CNY
3,3A-C9-C6-EE-4A-0D,deastes50,600015,4f5b965148188e06fc2f1ce8b2d6caff9d400bc8,-44,1080,IDR
1,D0-B7-72-94-CB-8E,zbuyers51,600081,94e57d14e190e4a985ce8c92749bc1887ea8f432,-69,1071,CNY
2,BA-43-90-EE-62-3B,reade52,600032,e10a3ea6b1a250e0f018c40e6edd00aac8d09e12,-79,834,EUR
1,08-B6-C4-6B-DB-7B,mlakey53,600076,d287e8691f451badc3f3df477b0973e330c60bbf,-61,481,UZS
1,56-4E-B9-58-1F-DB,srottgers54,600041,667c3f1eec6e17c0ed13c290a99da758c112e119,-90,576,HTG
2,26-6E-3B-ED-CD-40,bpervew55,600040,48d273247d4792b39dd55c3304afb2c7c054c107,-89,491,BRL
2,0A-5B-BF-93-7D-B2,tforsdyke56,600068,5dbaa55dc0c6fdfcb589836438e064b7697adf3b,-62,734,CNY
2,27-5F-4F-28-98-30,remer57,600100,9832ac283f42495f1cc0fbda6983cccc5191a509,-88,1065,CNY
3,D2-1A-51-2B-DA-15,ccamelia58,600001,d4c52bf5b66baef77721361662b44e47cd623908,-70,469,EUR
2,7E-FA-16-5F-A7-FC,lcasburn59,600079,d7c7aa42bf5d9ddd49f3c7c4ed74b7219b31b726,-47,1090,CNY
2,3D-7B-20-C7-7A-C1,akubec5a,600109,c295c7879aaa7292edbf356e22531f6ecc769cf9,-84,723,RSD
3,17-65-B6-25-D3-6E,emccamish5b,600043,b9bcbb49851df2fb095a0177351c93262d8d517a,-73,304,NGN
1,9A-B8-68-1D-CF-A0,mlemmen5c,600118,2b8466e79159353d4dc4868b39112772c9e39071,-78,416,PYG
3,0D-D8-43-FD-F0-16,scurbishley5d,600074,93cf125426282371fbc8ddd7dabbd4a13cac01e1,-61,704,CNY
2,74-05-A7-5F-07-CE,wfosserd5e,600040,84f0b6205fcf8f680b05fc9ec6846ed4a5946ab0,-76,334,IDR
2,17-E1-67-53-12-4A,mcomoletti5f,600104,938459ee0116807e2599dede642c07085abc2219,-72,344,BAM
2,A1-43-E7-BD-CA-2B,akrysiak5g,600095,d23599f8a782c0bddf8b764423047c55891e7eff,-88,214,IDR
3,A5-1A-41-73-28-22,kkobieriecki5h,600114,5baa686f2a1bd957c81254f7373cee422d178250,-67,497,CNY
1,17-72-8B-52-05-10,wmunehay5i,600110,f44970e5b230b58e7fdb8b628b513692839b69e6,-58,639,PHP
1,14-80-55-DF-12-F3,ksumpton5j,600095,d7a317d6c3a2658a96d60f49ace4b6ec0247a37a,-48,931,IDR
1,7A-99-06-B9-47-EB,gwaddilow5k,600095,abae87ac92835fd7e608fe84155f2dfacfacfe36,-68,448,PKR
3,77-58-28-CB-48-DB,dsturley5l,600051,17ff73bfb8d998376895d0297dcc0029909bdcc5,-54,1032,CNY
2,A1-84-63-56-9C-57,wvairow5m,600041,91671bf01a8c8297a218b4712e00ffe79efbf445,-55,1149,UAH
2,02-66-69-A8-22-72,gkleynen5n,600113,5e684f9a2689a7ae2bd25dcfd98d09c17232924d,-58,802,IDR
3,BB-32-89-9C-CE-30,tkernan5o,600082,07672054ef850db08ca45a9c71198dac6b604b96,-44,137,EUR
1,9F-9D-A3-FD-27-72,mneno5p,600013,c42a4d1708f7a1328ab0e72ba69b27d44c0146a2,-42,452,CNY
3,69-55-90-03-58-53,kcasaccia5q,600011,52681d3c46008350ba16fec3b9c47c2ec630ff6a,-44,978,CNY
3,81-7A-52-3F-F9-4C,hmcelroy5r,600063,35f3f9e3f549869400449c58e072cfbab2007660,-53,822,EUR
2,03-A8-CF-EB-57-94,dglanders5s,600060,2c782c10ded1a407e916d36ba1b9c4dfca6a63f8,-88,307,CNY
1,EB-10-DB-7D-4A-C3,ccurman5t,600087,0e3577633697009696d0d1c66226da137fffe17f,-81,1143,MKD
1,4B-EC-F3-38-C7-30,heastlake5u,600004,5680172eab44104ac44781c3dda17c6097fdc779,-70,674,RUB
3,48-EC-E4-7B-B9-36,rtow5v,600089,f9ed28d76c2adadca471ce02b71811c2fe948a09,-90,605,SEK
1,DB-11-B4-E9-DA-62,teldin5w,600058,c31e69326f1a4229c0f0b34d93c38d23b7313975,-83,724,RUB
3,A7-6E-74-8A-C5-A7,dkyte5x,600067,6fa95a42f6e26f75ac2d11bf3edf71121cb846a1,-83,355,CNY
1,41-F5-3A-DA-45-AE,agilhooly5y,600002,4898836d63fa61b601465d25296ff937d4a78db8,-85,1073,EUR
1,D3-AF-08-67-18-BE,jlangtree5z,600005,4994038f1d78dad74147082bb6c4bff109ab740d,-40,577,SEK
2,4F-44-38-76-58-C7,mshere60,600002,375fe191439d7b5c453ce563fa67f6bad7428e1b,-63,1024,PEN
